,date,store_nbr,item_nbr,units,date1j
2644508,2013-07-09,3,45,83,555
2644583,2013-07-09,4,9,128,555
2644601,2013-07-09,4,27,15,555
2644664,2013-07-09,4,90,4,555
2644675,2013-07-09,4,101,4,555
2644701,2013-07-09,5,16,46,555
2644705,2013-07-09,5,20,1,555
2644722,2013-07-09,5,37,8,555
2644805,2013-07-09,6,9,54,555
2644810,2013-07-09,6,14,1,555
2644841,2013-07-09,6,45,67,555
2644912,2013-07-09,7,5,10,555
2644914,2013-07-09,7,7,3,555
2644930,2013-07-09,7,23,27,555
2645023,2013-07-09,8,5,39,555
2645041,2013-07-09,8,23,10,555
2645134,2013-07-09,9,5,40,555
2645139,2013-07-09,9,10,1,555
2645171,2013-07-09,9,42,8,555
2645174,2013-07-09,9,45,86,555
2645245,2013-07-09,10,5,84,555
2645277,2013-07-09,10,37,20,555
2645360,2013-07-09,11,9,46,555
2645419,2013-07-09,11,68,39,555
2645438,2013-07-09,11,87,1,555
2645478,2013-07-09,12,16,50,555
2645499,2013-07-09,12,37,16,555
2645541,2013-07-09,12,79,2,555
2645578,2013-07-09,13,5,92,555
2645609,2013-07-09,13,36,82,555
2645689,2013-07-09,15,5,87,555
2645701,2013-07-09,15,17,1,555
2645729,2013-07-09,15,45,113,555
2645745,2013-07-09,15,61,5,555
2645811,2013-07-09,16,16,23,555
2645820,2013-07-09,16,25,76,555
2645872,2013-07-09,16,77,2,555
2645915,2013-07-09,17,9,267,555
2645943,2013-07-09,17,37,112,555
2646022,2013-07-09,18,5,27,555
2646054,2013-07-09,18,37,12,555
2646144,2013-07-09,19,16,15,555
2646197,2013-07-09,19,69,1,555
2646211,2013-07-09,19,83,5,555
2646244,2013-07-09,20,5,33,555
2646257,2013-07-09,20,18,2,555
2646280,2013-07-09,20,41,35,555
2646313,2013-07-09,20,74,5,555
2646355,2013-07-09,21,5,44,555
2646394,2013-07-09,21,44,64,555
2646470,2013-07-09,22,9,18,555
2646515,2013-07-09,22,54,1,555
2646529,2013-07-09,22,68,46,555
2646577,2013-07-09,23,5,48,555
2646601,2013-07-09,23,29,1,555
2646617,2013-07-09,23,45,40,555
2646689,2013-07-09,24,6,46,555
2646726,2013-07-09,24,43,68,555
2646759,2013-07-09,24,76,1,555
2646803,2013-07-09,25,9,143,555
2646839,2013-07-09,25,45,83,555
2646907,2013-07-09,26,2,8,555
2646910,2013-07-09,26,5,84,555
2646950,2013-07-09,26,45,44,555
2647025,2013-07-09,27,9,39,555
2647084,2013-07-09,27,68,19,555
2647129,2013-07-09,28,2,4,555
2647132,2013-07-09,28,5,72,555
2647172,2013-07-09,28,45,44,555
2647246,2013-07-09,29,8,13,555
2647279,2013-07-09,29,41,20,555
2647283,2013-07-09,29,45,44,555
2647365,2013-07-09,30,16,56,555
2647393,2013-07-09,30,44,157,555
2647414,2013-07-09,30,65,1,555
2647469,2013-07-09,31,9,56,555
2647505,2013-07-09,31,45,85,555
2647527,2013-07-09,31,67,6,555
2647580,2013-07-09,32,9,17,555
2647590,2013-07-09,32,19,1,555
2647616,2013-07-09,32,45,49,555
2647691,2013-07-09,33,9,60,555
2647726,2013-07-09,33,44,136,555
2647774,2013-07-09,33,92,1,555
2647802,2013-07-09,34,9,57,555
2647838,2013-07-09,34,45,81,555
2647845,2013-07-09,34,52,4,555
2647920,2013-07-09,35,16,23,555
2647928,2013-07-09,35,24,9,555
2647967,2013-07-09,35,63,1,555
2647970,2013-07-09,35,66,14,555
2648024,2013-07-09,36,9,45,555
2648045,2013-07-09,36,30,2,555
2648059,2013-07-09,36,44,104,555
2648131,2013-07-09,37,5,34,555
2648171,2013-07-09,37,45,37,555
2648246,2013-07-09,38,9,47,555
2648282,2013-07-09,38,45,99,555
2648289,2013-07-09,38,52,1,555
2648335,2013-07-09,38,98,1,555
2648357,2013-07-09,39,9,7,555
2648384,2013-07-09,39,36,6,555
2648464,2013-07-09,40,5,25,555
2648504,2013-07-09,40,45,64,555
2648565,2013-07-09,40,106,1,555
2648586,2013-07-09,41,16,53,555
2648638,2013-07-09,41,68,18,555
2648686,2013-07-09,42,5,28,555
2648726,2013-07-09,42,45,70,555
2648795,2013-07-09,43,3,2,555
2648808,2013-07-09,43,16,45,555
2648829,2013-07-09,43,37,10,555
2648865,2013-07-09,43,73,1,555
2648908,2013-07-09,44,5,65,555
2648971,2013-07-09,44,68,47,555
2649023,2013-07-10,1,9,6,556
2649042,2013-07-10,1,28,7,556
2649130,2013-07-10,2,5,63,556
2649169,2013-07-10,2,44,169,556
2649238,2013-07-10,3,2,5,556
2649241,2013-07-10,3,5,37,556
2649281,2013-07-10,3,45,99,556
2649363,2013-07-10,5,16,32,556
2649379,2013-07-10,5,32,1,556
2649384,2013-07-10,5,37,12,556
2649467,2013-07-10,6,9,75,556
2649472,2013-07-10,6,14,1,556
2649503,2013-07-10,6,45,91,556
2649574,2013-07-10,7,5,125,556
2649592,2013-07-10,7,23,20,556
2649685,2013-07-10,8,5,51,556
2649703,2013-07-10,8,23,7,556
2649739,2013-07-10,8,59,2,556
2649796,2013-07-10,9,5,36,556
2649801,2013-07-10,9,10,3,556
2649833,2013-07-10,9,42,4,556
2649836,2013-07-10,9,45,53,556
2649907,2013-07-10,10,5,73,556
2649923,2013-07-10,10,21,5,556
2649939,2013-07-10,10,37,14,556
2650018,2013-07-10,13,5,52,556
2650049,2013-07-10,13,36,57,556
2650129,2013-07-10,15,5,135,556
2650169,2013-07-10,15,45,110,556
2650251,2013-07-10,16,16,41,556
2650260,2013-07-10,16,25,9,556
2650312,2013-07-10,16,77,1,556
2650355,2013-07-10,17,9,157,556
2650383,2013-07-10,17,37,62,556
2650462,2013-07-10,18,5,16,556
2650494,2013-07-10,18,37,27,556
2650584,2013-07-10,19,16,13,556
2650651,2013-07-10,19,83,16,556
2650684,2013-07-10,20,5,13,556
2650697,2013-07-10,20,18,1,556
2650720,2013-07-10,20,41,54,556
2650753,2013-07-10,20,74,2,556
2650795,2013-07-10,21,5,90,556
2650834,2013-07-10,21,44,137,556
2650881,2013-07-10,21,91,1,556
2650906,2013-07-10,23,5,41,556
2650946,2013-07-10,23,45,43,556
2651021,2013-07-10,25,9,74,556
2651057,2013-07-10,25,45,86,556
2651128,2013-07-10,26,5,47,556
2651168,2013-07-10,26,45,45,556
2651236,2013-07-10,28,2,3,556
2651239,2013-07-10,28,5,34,556
2651279,2013-07-10,28,45,50,556
2651353,2013-07-10,29,8,83,556
2651386,2013-07-10,29,41,25,556
2651390,2013-07-10,29,45,81,556
2651472,2013-07-10,30,16,16,556
2651500,2013-07-10,30,44,132,556
2651521,2013-07-10,30,65,1,556
2651576,2013-07-10,31,9,29,556
2651612,2013-07-10,31,45,120,556
2651634,2013-07-10,31,67,10,556
2651687,2013-07-10,32,9,19,556
2651697,2013-07-10,32,19,1,556
2651723,2013-07-10,32,45,35,556
2651736,2013-07-10,32,58,1,556
2651798,2013-07-10,33,9,162,556
2651833,2013-07-10,33,44,321,556
2651881,2013-07-10,33,92,3,556
2651909,2013-07-10,34,9,91,556
2651931,2013-07-10,34,31,1,556
2651945,2013-07-10,34,45,135,556
2651952,2013-07-10,34,52,1,556
2652027,2013-07-10,35,16,21,556
2652035,2013-07-10,35,24,9,556
2652074,2013-07-10,35,63,1,556
2652077,2013-07-10,35,66,29,556
2652123,2013-07-10,36,1,1,556
2652131,2013-07-10,36,9,31,556
2652152,2013-07-10,36,30,1,556
2652166,2013-07-10,36,44,55,556
2652238,2013-07-10,37,5,9,556
2652278,2013-07-10,37,45,46,556
2652338,2013-07-10,37,105,1,556
2652353,2013-07-10,38,9,46,556
2652389,2013-07-10,38,45,144,556
2652396,2013-07-10,38,52,4,556
2652464,2013-07-10,39,9,1,556
2652491,2013-07-10,39,36,4,556
2652571,2013-07-10,40,5,67,556
2652611,2013-07-10,40,45,86,556
2652621,2013-07-10,40,55,1,556
2652672,2013-07-10,40,106,1,556
2652693,2013-07-10,41,16,61,556
2652745,2013-07-10,41,68,21,556
2652793,2013-07-10,42,5,91,556
2652833,2013-07-10,42,45,89,556
2652870,2013-07-10,42,82,1,556
2652904,2013-07-10,44,5,60,556
2652961,2013-07-10,44,62,1,556
2652967,2013-07-10,44,68,36,556
2652993,2013-07-10,44,94,1,556
2653004,2013-07-10,44,105,1,556
2653019,2013-07-11,1,9,36,557
2653038,2013-07-11,1,28,8,557
2653137,2013-07-11,5,16,31,557
2653158,2013-07-11,5,37,17,557
2653237,2013-07-11,7,5,77,557
2653255,2013-07-11,7,23,15,557
2653348,2013-07-11,8,5,19,557
2653366,2013-07-11,8,23,14,557
2653402,2013-07-11,8,59,1,557
2653459,2013-07-11,9,5,30,557
2653496,2013-07-11,9,42,3,557
2653499,2013-07-11,9,45,51,557
2653559,2013-07-11,9,105,1,557
2653570,2013-07-11,10,5,119,557
2653602,2013-07-11,10,37,18,557
2653681,2013-07-11,13,5,59,557
2653712,2013-07-11,13,36,73,557
2653792,2013-07-11,15,5,40,557
2653804,2013-07-11,15,17,1,557
2653832,2013-07-11,15,45,87,557
2653914,2013-07-11,16,16,36,557
2653923,2013-07-11,16,25,156,557
2654018,2013-07-11,17,9,152,557
2654046,2013-07-11,17,37,86,557
2654125,2013-07-11,18,5,26,557
2654157,2013-07-11,18,37,19,557
2654177,2013-07-11,18,57,3,557
2654247,2013-07-11,19,16,7,557
2654314,2013-07-11,19,83,11,557
2654347,2013-07-11,21,5,34,557
2654386,2013-07-11,21,44,84,557
2654458,2013-07-11,23,5,24,557
2654482,2013-07-11,23,29,6,557
2654498,2013-07-11,23,45,42,557
2654509,2013-07-11,23,56,1,557
2654573,2013-07-11,25,9,119,557
2654576,2013-07-11,25,12,2,557
2654609,2013-07-11,25,45,66,557
2654677,2013-07-11,26,2,1,557
2654680,2013-07-11,26,5,47,557
2654720,2013-07-11,26,45,34,557
2654794,2013-07-11,29,8,16,557
2654827,2013-07-11,29,41,12,557
2654831,2013-07-11,29,45,65,557
2654913,2013-07-11,30,16,36,557
2654941,2013-07-11,30,44,138,557
2655017,2013-07-11,31,9,12,557
2655053,2013-07-11,31,45,86,557
2655075,2013-07-11,31,67,12,557
2655106,2013-07-11,31,98,1,557
2655128,2013-07-11,32,9,42,557
2655138,2013-07-11,32,19,2,557
2655164,2013-07-11,32,45,32,557
2655177,2013-07-11,32,58,3,557
2655239,2013-07-11,33,9,156,557
2655274,2013-07-11,33,44,180,557
2655350,2013-07-11,34,9,49,557
2655386,2013-07-11,34,45,85,557
2655393,2013-07-11,34,52,1,557
2655468,2013-07-11,35,16,27,557
2655476,2013-07-11,35,24,5,557
2655515,2013-07-11,35,63,1,557
2655518,2013-07-11,35,66,27,557
2655572,2013-07-11,36,9,25,557
2655607,2013-07-11,36,44,59,557
2655679,2013-07-11,37,5,8,557
2655719,2013-07-11,37,45,24,557
2655778,2013-07-11,37,104,3,557
2655779,2013-07-11,37,105,3,557
2655821,2013-07-11,39,36,16,557
2655888,2013-07-11,39,103,2,557
2655901,2013-07-11,40,5,27,557
2655941,2013-07-11,40,45,68,557
2656023,2013-07-11,41,16,46,557
2656068,2013-07-11,41,61,4,557
2656075,2013-07-11,41,68,30,557
2656123,2013-07-11,44,5,1,557
2656180,2013-07-11,44,62,1,557
2656186,2013-07-11,44,68,57,557
2656223,2013-07-11,44,105,3,557
2656238,2013-07-12,1,9,30,558
2656257,2013-07-12,1,28,7,558
2656356,2013-07-12,5,16,19,558
2656360,2013-07-12,5,20,1,558
2656377,2013-07-12,5,37,14,558
2656445,2013-07-12,5,105,5,558
2656456,2013-07-12,7,5,109,558
2656458,2013-07-12,7,7,2,558
2656474,2013-07-12,7,23,25,558
2656567,2013-07-12,8,5,17,558
2656585,2013-07-12,8,23,11,558
2656621,2013-07-12,8,59,2,558
2656678,2013-07-12,9,5,45,558
2656683,2013-07-12,9,10,4,558
2656715,2013-07-12,9,42,3,558
2656718,2013-07-12,9,45,53,558
2656778,2013-07-12,9,105,1,558
2656789,2013-07-12,10,5,32,558
2656821,2013-07-12,10,37,15,558
2656900,2013-07-12,13,5,95,558
2656931,2013-07-12,13,36,61,558
2657015,2013-07-12,14,9,18,558
2657031,2013-07-12,14,25,29,558
2657122,2013-07-12,15,5,78,558
2657162,2013-07-12,15,45,94,558
2657178,2013-07-12,15,61,3,558
2657244,2013-07-12,16,16,33,558
2657253,2013-07-12,16,25,134,558
2657305,2013-07-12,16,77,4,558
2657348,2013-07-12,17,9,196,558
2657376,2013-07-12,17,37,102,558
2657455,2013-07-12,18,5,15,558
2657487,2013-07-12,18,37,13,558
2657522,2013-07-12,18,72,1,558
2657577,2013-07-12,19,16,13,558
2657630,2013-07-12,19,69,7,558
2657644,2013-07-12,19,83,13,558
2657677,2013-07-12,21,5,60,558
2657716,2013-07-12,21,44,96,558
2657763,2013-07-12,21,91,1,558
2657788,2013-07-12,23,5,28,558
2657828,2013-07-12,23,45,32,558
2657903,2013-07-12,25,9,112,558
2657939,2013-07-12,25,45,63,558
2658010,2013-07-12,26,5,27,558
2658050,2013-07-12,26,45,54,558
2658124,2013-07-12,29,8,14,558
2658157,2013-07-12,29,41,11,558
2658161,2013-07-12,29,45,59,558
2658172,2013-07-12,29,56,2,558
2658243,2013-07-12,30,16,57,558
2658271,2013-07-12,30,44,112,558
2658292,2013-07-12,30,65,1,558
2658347,2013-07-12,31,9,66,558
2658383,2013-07-12,31,45,132,558
2658405,2013-07-12,31,67,13,558
2658458,2013-07-12,32,9,14,558
2658494,2013-07-12,32,45,41,558
2658569,2013-07-12,33,9,94,558
2658604,2013-07-12,33,44,242,558
2658680,2013-07-12,34,9,118,558
2658702,2013-07-12,34,31,1,558
2658716,2013-07-12,34,45,100,558
2658723,2013-07-12,34,52,3,558
2658798,2013-07-12,35,16,16,558
2658806,2013-07-12,35,24,17,558
2658845,2013-07-12,35,63,1,558
2658848,2013-07-12,35,66,22,558
2658894,2013-07-12,36,1,6,558
2658902,2013-07-12,36,9,40,558
2658937,2013-07-12,36,44,56,558
2659009,2013-07-12,37,5,46,558
2659049,2013-07-12,37,45,49,558
2659108,2013-07-12,37,104,2,558
2659109,2013-07-12,37,105,1,558
2659124,2013-07-12,39,9,1,558
2659151,2013-07-12,39,36,11,558
2659231,2013-07-12,40,5,31,558
2659271,2013-07-12,40,45,67,558
2659281,2013-07-12,40,55,2,558
2659332,2013-07-12,40,106,3,558
2659353,2013-07-12,41,16,66,558
2659405,2013-07-12,41,68,19,558
2659453,2013-07-12,44,5,70,558
2659516,2013-07-12,44,68,48,558
2659542,2013-07-12,44,94,1,558
2659585,2013-07-12,45,26,1,558
2659679,2013-07-13,1,9,33,559
2659698,2013-07-13,1,28,17,559
2659797,2013-07-13,5,16,38,559
2659801,2013-07-13,5,20,2,559
2659818,2013-07-13,5,37,20,559
2659886,2013-07-13,5,105,2,559
2659897,2013-07-13,7,5,54,559
2659899,2013-07-13,7,7,1,559
2659915,2013-07-13,7,23,37,559
2660008,2013-07-13,8,5,45,559
2660026,2013-07-13,8,23,11,559
2660062,2013-07-13,8,59,1,559
2660119,2013-07-13,9,5,43,559
2660159,2013-07-13,9,45,65,559
2660230,2013-07-13,10,5,75,559
2660262,2013-07-13,10,37,18,559
2660341,2013-07-13,13,5,49,559
2660372,2013-07-13,13,36,106,559
2660456,2013-07-13,14,9,7,559
2660472,2013-07-13,14,25,31,559
2660563,2013-07-13,15,5,68,559
2660575,2013-07-13,15,17,4,559
2660603,2013-07-13,15,45,127,559
2660685,2013-07-13,16,16,44,559
2660694,2013-07-13,16,25,206,559
2660789,2013-07-13,17,9,196,559
2660817,2013-07-13,17,37,122,559
2660851,2013-07-13,17,71,1,559
2660896,2013-07-13,18,5,26,559
2660928,2013-07-13,18,37,17,559
2661018,2013-07-13,19,16,6,559
2661071,2013-07-13,19,69,1,559
2661085,2013-07-13,19,83,15,559
2661118,2013-07-13,21,5,39,559
2661157,2013-07-13,21,44,99,559
2661229,2013-07-13,23,5,29,559
2661253,2013-07-13,23,29,4,559
2661269,2013-07-13,23,45,63,559
2661344,2013-07-13,25,9,61,559
2661380,2013-07-13,25,45,82,559
2661451,2013-07-13,26,5,38,559
2661491,2013-07-13,26,45,46,559
2661565,2013-07-13,29,8,29,559
2661598,2013-07-13,29,41,23,559
2661602,2013-07-13,29,45,76,559
2661613,2013-07-13,29,56,1,559
2661684,2013-07-13,30,16,26,559
2661712,2013-07-13,30,44,140,559
2661733,2013-07-13,30,65,2,559
2661788,2013-07-13,31,9,23,559
2661824,2013-07-13,31,45,116,559
2661846,2013-07-13,31,67,10,559
2661877,2013-07-13,31,98,1,559
2661899,2013-07-13,32,9,61,559
2661909,2013-07-13,32,19,1,559
2661935,2013-07-13,32,45,67,559
2662010,2013-07-13,33,9,144,559
2662045,2013-07-13,33,44,216,559
2662093,2013-07-13,33,92,3,559
2662121,2013-07-13,34,9,73,559
2662157,2013-07-13,34,45,87,559
2662164,2013-07-13,34,52,1,559
2662239,2013-07-13,35,16,31,559
2662247,2013-07-13,35,24,11,559
2662286,2013-07-13,35,63,1,559
2662289,2013-07-13,35,66,26,559
2662335,2013-07-13,36,1,4,559
2662343,2013-07-13,36,9,38,559
2662364,2013-07-13,36,30,2,559
2662378,2013-07-13,36,44,77,559
2662450,2013-07-13,37,5,44,559
2662490,2013-07-13,37,45,40,559
2662549,2013-07-13,37,104,11,559
2662550,2013-07-13,37,105,3,559
2662565,2013-07-13,39,9,3,559
2662592,2013-07-13,39,36,16,559
2662672,2013-07-13,40,5,56,559
2662712,2013-07-13,40,45,90,559
2662794,2013-07-13,41,16,69,559
2662839,2013-07-13,41,61,4,559
2662846,2013-07-13,41,68,32,559
2662894,2013-07-13,44,5,55,559
2662957,2013-07-13,44,68,59,559
2662983,2013-07-13,44,94,1,559
2663004,2013-07-13,45,4,6,559
2663009,2013-07-13,45,9,5,559
2663026,2013-07-13,45,26,5,559
2663120,2013-07-14,1,9,41,560
2663139,2013-07-14,1,28,16,560
2663238,2013-07-14,5,16,36,560
2663254,2013-07-14,5,32,2,560
2663259,2013-07-14,5,37,12,560
2663338,2013-07-14,7,5,119,560
2663356,2013-07-14,7,23,43,560
2663449,2013-07-14,9,5,33,560
2663454,2013-07-14,9,10,2,560
2663489,2013-07-14,9,45,99,560
2663549,2013-07-14,9,105,1,560
2663560,2013-07-14,10,5,110,560
2663576,2013-07-14,10,21,2,560
2663592,2013-07-14,10,37,18,560
2663671,2013-07-14,13,5,105,560
2663702,2013-07-14,13,36,110,560
2663786,2013-07-14,14,9,19,560
2663802,2013-07-14,14,25,39,560
2663893,2013-07-14,15,5,75,560
2663933,2013-07-14,15,45,147,560
2664015,2013-07-14,16,16,47,560
2664024,2013-07-14,16,25,212,560
2664076,2013-07-14,16,77,4,560
2664119,2013-07-14,17,9,143,560
2664147,2013-07-14,17,37,96,560
2664181,2013-07-14,17,71,1,560
2664226,2013-07-14,18,5,7,560
2664258,2013-07-14,18,37,31,560
2664293,2013-07-14,18,72,2,560
2664348,2013-07-14,19,16,14,560
2664401,2013-07-14,19,69,1,560
2664415,2013-07-14,19,83,7,560
2664448,2013-07-14,21,5,35,560
2664487,2013-07-14,21,44,90,560
2664534,2013-07-14,21,91,2,560
2664559,2013-07-14,23,5,33,560
2664583,2013-07-14,23,29,1,560
2664599,2013-07-14,23,45,45,560
2664674,2013-07-14,25,9,14,560
2664710,2013-07-14,25,45,97,560
2664781,2013-07-14,26,5,49,560
2664821,2013-07-14,26,45,70,560
2664895,2013-07-14,29,8,60,560
2664928,2013-07-14,29,41,32,560
2664932,2013-07-14,29,45,76,560
2665014,2013-07-14,30,16,49,560
2665042,2013-07-14,30,44,223,560
2665118,2013-07-14,31,9,95,560
2665154,2013-07-14,31,45,133,560
2665176,2013-07-14,31,67,22,560
2665207,2013-07-14,31,98,2,560
2665229,2013-07-14,32,9,49,560
2665239,2013-07-14,32,19,2,560
2665265,2013-07-14,32,45,66,560
2665278,2013-07-14,32,58,2,560
2665340,2013-07-14,33,9,86,560
2665375,2013-07-14,33,44,259,560
2665423,2013-07-14,33,92,2,560
2665451,2013-07-14,34,9,112,560
2665487,2013-07-14,34,45,117,560
2665494,2013-07-14,34,52,2,560
2665569,2013-07-14,35,16,21,560
2665619,2013-07-14,35,66,19,560
2665665,2013-07-14,36,1,4,560
2665673,2013-07-14,36,9,68,560
2665694,2013-07-14,36,30,2,560
2665708,2013-07-14,36,44,85,560
2665780,2013-07-14,37,5,73,560
2665820,2013-07-14,37,45,81,560
2665879,2013-07-14,37,104,4,560
2665895,2013-07-14,39,9,5,560
2665922,2013-07-14,39,36,12,560
2666002,2013-07-14,40,5,65,560
2666042,2013-07-14,40,45,101,560
2666052,2013-07-14,40,55,1,560
2666124,2013-07-14,41,16,61,560
2666169,2013-07-14,41,61,3,560
2666176,2013-07-14,41,68,29,560
2666224,2013-07-14,44,5,53,560
2666281,2013-07-14,44,62,2,560
2666287,2013-07-14,44,68,35,560
2666313,2013-07-14,44,94,2,560
2666334,2013-07-14,45,4,1,560
2666339,2013-07-14,45,9,2,560
2666356,2013-07-14,45,26,3,560
2666450,2013-07-15,1,9,7,561
2666469,2013-07-15,1,28,7,561
2666568,2013-07-15,5,16,30,561
2666572,2013-07-15,5,20,2,561
2666589,2013-07-15,5,37,17,561
2666668,2013-07-15,7,5,84,561
2666686,2013-07-15,7,23,29,561
2666779,2013-07-15,9,5,25,561
2666784,2013-07-15,9,10,4,561
2666819,2013-07-15,9,45,81,561
2666890,2013-07-15,10,5,135,561
2666906,2013-07-15,10,21,4,561
2666922,2013-07-15,10,37,28,561
2667001,2013-07-15,13,5,68,561
2667032,2013-07-15,13,36,78,561
2667116,2013-07-15,14,9,16,561
2667132,2013-07-15,14,25,17,561
2667140,2013-07-15,14,33,2,561
2667223,2013-07-15,15,5,152,561
2667235,2013-07-15,15,17,1,561
2667263,2013-07-15,15,45,119,561
2667279,2013-07-15,15,61,1,561
2667345,2013-07-15,16,16,23,561
2667354,2013-07-15,16,25,151,561
2667406,2013-07-15,16,77,1,561
2667449,2013-07-15,17,9,160,561
2667477,2013-07-15,17,37,93,561
2667556,2013-07-15,18,5,11,561
2667588,2013-07-15,18,37,16,561
2667678,2013-07-15,19,16,11,561
2667731,2013-07-15,19,69,6,561
2667745,2013-07-15,19,83,15,561
2667778,2013-07-15,21,5,28,561
2667817,2013-07-15,21,44,80,561
2667864,2013-07-15,21,91,9,561
2667889,2013-07-15,23,5,25,561
2667913,2013-07-15,23,29,3,561
2667929,2013-07-15,23,45,59,561
2667940,2013-07-15,23,56,1,561
2668004,2013-07-15,25,9,76,561
2668040,2013-07-15,25,45,89,561
2668111,2013-07-15,26,5,14,561
2668151,2013-07-15,26,45,22,561
2668225,2013-07-15,29,8,30,561
2668258,2013-07-15,29,41,17,561
2668262,2013-07-15,29,45,65,561
2668344,2013-07-15,30,16,45,561
2668372,2013-07-15,30,44,176,561
2668393,2013-07-15,30,65,3,561
2668448,2013-07-15,31,9,37,561
2668484,2013-07-15,31,45,86,561
2668506,2013-07-15,31,67,12,561
2668537,2013-07-15,31,98,1,561
2668559,2013-07-15,32,9,32,561
2668569,2013-07-15,32,19,2,561
2668595,2013-07-15,32,45,53,561
2668608,2013-07-15,32,58,2,561
2668670,2013-07-15,33,9,165,561
2668705,2013-07-15,33,44,242,561
2668753,2013-07-15,33,92,7,561
2668781,2013-07-15,34,9,59,561
2668817,2013-07-15,34,45,103,561
2668824,2013-07-15,34,52,1,561
2668899,2013-07-15,35,16,13,561
2668907,2013-07-15,35,24,13,561
2668949,2013-07-15,35,66,14,561
2669003,2013-07-15,36,9,73,561
2669024,2013-07-15,36,30,1,561
2669038,2013-07-15,36,44,77,561
2669110,2013-07-15,37,5,44,561
2669150,2013-07-15,37,45,59,561
2669210,2013-07-15,37,105,5,561
2669225,2013-07-15,39,9,3,561
2669252,2013-07-15,39,36,14,561
2669332,2013-07-15,40,5,12,561
2669372,2013-07-15,40,45,76,561
2669454,2013-07-15,41,16,57,561
2669499,2013-07-15,41,61,3,561
2669506,2013-07-15,41,68,23,561
2669554,2013-07-15,44,5,11,561
2669617,2013-07-15,44,68,65,561
2669669,2013-07-15,45,9,5,561
2669686,2013-07-15,45,26,3,561
2669780,2013-07-16,1,9,49,562
2669799,2013-07-16,1,28,13,562
2669898,2013-07-16,5,16,25,562
2669919,2013-07-16,5,37,10,562
2669998,2013-07-16,7,5,52,562
2670016,2013-07-16,7,23,26,562
2670088,2013-07-16,7,95,43,562
2670109,2013-07-16,9,5,51,562
2670149,2013-07-16,9,45,50,562
2670220,2013-07-16,10,5,58,562
2670236,2013-07-16,10,21,1,562
2670252,2013-07-16,10,37,30,562
2670331,2013-07-16,13,5,89,562
2670362,2013-07-16,13,36,77,562
2670430,2013-07-16,13,104,1,562
2670446,2013-07-16,14,9,11,562
2670462,2013-07-16,14,25,44,562
2670553,2013-07-16,15,5,63,562
2670565,2013-07-16,15,17,1,562
2670593,2013-07-16,15,45,79,562
2670675,2013-07-16,16,16,17,562
2670684,2013-07-16,16,25,182,562
2670736,2013-07-16,16,77,1,562
2670779,2013-07-16,17,9,55,562
2670807,2013-07-16,17,37,67,562
2670886,2013-07-16,18,5,4,562
2670918,2013-07-16,18,37,14,562
2670938,2013-07-16,18,57,4,562
2670953,2013-07-16,18,72,1,562
2671008,2013-07-16,19,16,16,562
2671061,2013-07-16,19,69,3,562
2671067,2013-07-16,19,75,1,562
2671075,2013-07-16,19,83,5,562
2671108,2013-07-16,21,5,86,562
2671147,2013-07-16,21,44,59,562
2671219,2013-07-16,23,5,41,562
2671243,2013-07-16,23,29,1,562
2671259,2013-07-16,23,45,43,562
2671334,2013-07-16,25,9,19,562
2671370,2013-07-16,25,45,65,562
2671438,2013-07-16,26,2,1,562
2671441,2013-07-16,26,5,18,562
2671481,2013-07-16,26,45,39,562
2671555,2013-07-16,29,8,27,562
2671588,2013-07-16,29,41,28,562
2671592,2013-07-16,29,45,61,562
2671603,2013-07-16,29,56,2,562
2671674,2013-07-16,30,16,31,562
2671702,2013-07-16,30,44,92,562
2671778,2013-07-16,31,9,40,562
2671814,2013-07-16,31,45,103,562
2671836,2013-07-16,31,67,17,562
2671889,2013-07-16,32,9,11,562
2671899,2013-07-16,32,19,2,562
2671925,2013-07-16,32,45,46,562
2672000,2013-07-16,33,9,101,562
2672035,2013-07-16,33,44,137,562
2672083,2013-07-16,33,92,1,562
2672111,2013-07-16,34,9,109,562
2672147,2013-07-16,34,45,91,562
2672154,2013-07-16,34,52,2,562
2672229,2013-07-16,35,16,20,562
2672237,2013-07-16,35,24,7,562
2672276,2013-07-16,35,63,1,562
2672279,2013-07-16,35,66,14,562
2672333,2013-07-16,36,9,28,562
2672354,2013-07-16,36,30,1,562
2672368,2013-07-16,36,44,115,562
2672440,2013-07-16,37,5,27,562
2672480,2013-07-16,37,45,38,562
2672540,2013-07-16,37,105,3,562
2672582,2013-07-16,39,36,21,562
2672662,2013-07-16,40,5,42,562
2672702,2013-07-16,40,45,67,562
2672784,2013-07-16,41,16,32,562
2672829,2013-07-16,41,61,1,562
2672836,2013-07-16,41,68,24,562
2672884,2013-07-16,44,5,18,562
2672947,2013-07-16,44,68,40,562
2672999,2013-07-16,45,9,3,562
2673016,2013-07-16,45,26,5,562
2673110,2013-07-17,1,9,23,563
2673129,2013-07-17,1,28,12,563
2673221,2013-07-17,4,9,99,563
2673239,2013-07-17,4,27,10,563
2673302,2013-07-17,4,90,2,563
2673339,2013-07-17,5,16,31,563
2673343,2013-07-17,5,20,1,563
2673360,2013-07-17,5,37,14,563
2673439,2013-07-17,7,5,34,563
2673441,2013-07-17,7,7,2,563
2673457,2013-07-17,7,23,29,563
2673529,2013-07-17,7,95,40,563
2673550,2013-07-17,9,5,49,563
